,SMILES,pKa
3238,O=C(O)Cc1ccc2cccc(-c3ccccc3)c2c1,6.8
3239,O=C(O)Cc1ccc2ccccc2c1,4.26
3240,O=C(O)Cc1ccc2ccccc2c1-c1ccccc1,7.2
3241,O=C(O)Cc1cccc2c(-c3ccccc3)cccc12,6.7
3242,O=C(O)Cc1cccc2cc(-c3ccccc3)ccc12,6.9
3243,O=C(O)Cc1cccc2ccc(-c3ccccc3)cc12,6.9
3244,O=C(O)Cc1cccc2ccccc12,4.24
3245,O=C(O)Cc1ccccc1,4.27
3246,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,4.256
3247,O=C(O)Cc1ccco1,3.72
3248,O=C(O)Cc1cccs1,3.85
3249,O=C(O)Cc1ccoc1,4.07
3250,O=C(O)Cc1ccsc1,4.07
3251,O=C(O)Cc1nnnn1-c1ccccc1,3.1
3252,O=C(O)Cn1c2ccccc2c2ccccc21,3.55
3253,O=C(O)Cn1ccc2ccccc21,3.4
3254,O=C(O)Cn1cccc1,3.3
3255,O=C(O)[C@@H]1C[C@@H]1Br,4.09
3256,O=C(O)[C@@H]1C[C@@H]1Cl,4.12
3257,O=C(O)[C@@H]1C[C@@H]1c1ccccc1,4.82
3258,O=C(O)[C@@]1(Cl)[C@H]2CCC[C@H]21,2.82
3259,O=C(O)[C@H]1C[C@@H]1Cl,4.12
3260,O=C(O)[C@H]1C[C@@H]1c1ccc(Cl)cc1,4.53
3261,O=C(O)[C@H]1C[C@@H]1c1ccc([N+](=O)[O-])cc1,4.45
3262,O=C(O)[C@H]1C[C@@H]1c1cccc(Cl)c1,4.51
3263,O=C(O)[C@H]1C[C@@H]1c1cccc([N+](=O)[O-])c1,4.41
3264,O=C(O)[C@H]1C[C@@H]1c1ccccc1,4.54
3265,O=C(O)[C@H]1C[C@@H]2CC[C@H]1C2,5.02
3266,O=C(O)[C@H]1C[C@H]2CC[C@@H]1C2,5.08
3267,O=C(O)[C@H]1[C@@H]2C=C[C@H]1CC2,4.58
3268,O=C(O)[C@]1(Cl)[C@H]2CCC[C@H]21,3.03
3269,O=C(O)[c+]1cccccc1,3.29
3270,O=C(O)c1c(Br)cccc1[N+](=O)[O-],1.37
3271,O=C(O)c1c(Cl)cccc1[N+](=O)[O-],1.41
3272,O=C(O)c1c2ccccc2cc2ccccc12,3.65
3273,O=C(O)c1c[nH]c2ccccc12,5.27
3274,O=C(O)c1cc(-c2ccccc2)oc(=O)c1,3.3
3275,O=C(O)c1cc(=O)cc(-c2ccccc2)o1,1.51
3276,O=C(O)c1cc(=O)cco1,1.5
3277,O=C(O)c1cc(=S)ss1,1.2
3278,O=C(O)c1cc(Br)cs1,3.11
3279,O=C(O)c1cc(Cl)cc([N+](=O)[O-])c1,2.17
3280,O=C(O)c1cc(Cl)co1,2.69
3281,O=C(O)c1cc([N+](=O)[O-])ccc1C(=O)c1ccccc1,2.86
3282,O=C(O)c1cc([N+](=O)[O-])ccc1F,2.73
3283,O=C(O)c1cc([N+](=O)[O-])ccc1Sc1ccccc1,3.22
3284,O=C(O)c1cc([N+](=O)[O-])cs1,2.83
3285,O=C(O)c1cc2ccccc2o1,2.84
3286,O=C(O)c1cc2ccccc2oc1=O,3.6
3287,O=C(O)c1cc2ccccc2s1,3.1
3288,O=C(O)c1cc[nH]c1,4.98
3289,O=C(O)c1ccc(/C=C/[N+](=O)[O-])cc1,3.94
3290,O=C(O)c1ccc(=O)oc1,3.26
3291,O=C(O)c1ccc(Br)c([N+](=O)[O-])c1,3.24
3292,O=C(O)c1ccc(Br)cc1,3.93
3293,O=C(O)c1ccc(Br)s1,3.3
3294,O=C(O)c1ccc(C2CC2)cc1,4.42
3295,O=C(O)c1ccc(CCl)cc1,4.13
3296,O=C(O)c1ccc(Cl)c(Cl)c1,3.9
3297,O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,3.33
3298,O=C(O)c1ccc(Cl)cc1,3.9375
3299,O=C(O)c1ccc(Cl)cc1Cl,2.74
3300,O=C(O)c1ccc(Cl)s1,3.41
3301,O=C(O)c1ccc(F)c([N+](=O)[O-])c1,3.37
3302,O=C(O)c1ccc(F)cc1,4.15
3303,O=C(O)c1ccc(I)cc1,3.93
3304,O=C(O)c1ccc(I)o1,2.94
3305,O=C(O)c1ccc(OCc2ccccc2)cc1,4.44
3306,O=C(O)c1ccc(Oc2ccccc2)cc1,4.52
3307,O=C(O)c1ccc([N+](=O)[O-])cc1,3.6625
3308,O=C(O)c1ccc([N+](=O)[O-])cc1Cl,1.96
3309,O=C(O)c1ccc([N+](=O)[O-])o1,2.06
3310,O=C(O)c1ccc([N+](=O)[O-])s1,2.68
3311,O=C(O)c1ccc2[nH]ccc2c1,4.1
3312,O=C(O)c1ccc2cc3ccccc3cc2c1,4.18
3313,O=C(O)c1ccc2ccccc2c1,4.325
3314,O=C(O)c1ccc[nH]1,1.85
3315,O=C(O)c1ccc[se]1,3.43
3316,O=C(O)c1cccc(/C=C/[N+](=O)[O-])c1,3.9
3317,O=C(O)c1cccc(=O)cc1,3.2
3318,O=C(O)c1cccc(Br)c1,3.863333
3319,O=C(O)c1cccc(C(F)(F)F)c1,3.79
3320,O=C(O)c1cccc(C2CC2)c1,4.28
3321,O=C(O)c1cccc(Cl)c1,3.866667
3322,O=C(O)c1cccc(F)c1,3.885
3323,O=C(O)c1cccc(I)c1,3.876667
3324,O=C(O)c1cccc(Oc2ccccc2)c1,3.95
3325,O=C(O)c1cccc([N+](=O)[O-])c1,3.6675
3326,O=C(O)c1cccc([N+](=O)[O-])c1C(=O)c1ccccc1,2.87
3327,O=C(O)c1cccc([N+](=O)[O-])c1Cl,2.02
3328,O=C(O)c1cccc2cc3ccccc3cc12,3.7
3329,O=C(O)c1cccc2ccccc12,3.7
3330,O=C(O)c1ccccc1,4.018571
3331,O=C(O)c1ccccc1-c1ccccc1,3.46
3332,O=C(O)c1ccccc1Br,2.93
3333,O=C(O)c1ccccc1C(=O)c1ccccc1,3.54
3334,O=C(O)c1ccccc1Cl,3.43
3335,O=C(O)c1ccccc1F,3.435
3336,O=C(O)c1ccccc1I,2.93
3337,O=C(O)c1ccccc1Oc1ccccc1,3.53
3338,O=C(O)c1ccccc1[N+](=O)[O-],2.21
3339,O=C(O)c1cccccc1=O,3.73
3340,O=C(O)c1ccco1,1.325
3341,O=C(O)c1cccs1,3.46
3342,O=C(O)c1ccoc1,1.675
3343,O=C(O)c1ccsc1,4.03
3344,O=C(O)c1coc2ccccc12,4.18
3345,O=C(O)c1coc2ccccc2c1=O,8.85
3346,O=C(O)c1csc(Br)c1,3.7
3347,O=C(O)c1csc(Br)n1,3.28
3348,O=C(O)c1csc(Cl)c1,3.8
3349,O=C(O)c1csc(Cl)n1,3.3
3350,O=C(O)c1csc([N+](=O)[O-])c1,3.24
3351,O=C(O)c1csc2ccccc12,4.24
3352,O=C(O)c1cssc1=S,2.8
3353,O=C(O)c1ncccn1,0.86
3354,O=C(O)c1nsc2ccccc12,2.76
3355,O=C(O)c1sccc1[N+](=O)[O-],2.68
3356,O=C(OCc1ccccc1)c1ccc(O)cc1,8.31
3357,O=C(OCc1ccccc1)c1cccnc1,3.94
3358,O=C(OO)c1ccccc1,7.3
3359,O=C(Oc1ccc([N+](=O)[O-])cc1)C1c2ccccc2-c2ccccc21,9.9
3360,O=C(Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(O)cc1,7.68
3361,O=C(Oc1cccc([N+](=O)[O-])c1)C1c2ccccc2-c2ccccc21,9.84
3362,O=C(S)c1ccccc1,2.44
3363,O=C(c1ccc(Cl)cc1)c1ccc(OC2CN3CCC2CC3)cc1,9.1
3364,O=C(c1ccc(Cl)cc1)c1ccc2n1CCC2C(=O)O,3.4
3365,O=C(c1ccc(Cl)cc1)n1c(-c2ccccc2[N+](=O)[O-])nc2ccccc21,4.69
3366,O=C(c1ccc(F)cc1)c1ccc2n1CCC2C(=O)O,3.51
3367,O=C(c1ccc([N+](=O)[O-])cc1)n1c(-c2ccccc2[N+](=O)[O-])nc2ccccc21,4.79
3368,O=C(c1ccc2ccccc2c1)c1ccc2n1CCC2C(=O)O,3.44
3369,O=C(c1ccc2n1CCC2C(=O)O)C1CCC1,3.54
3370,O=C(c1cccc(Cl)c1)c1ccc2n1CCC2C(=O)O,3.44
3371,O=C(c1cccc(F)c1)c1ccc2n1CCC2C(=O)O,3.46
3372,O=C(c1ccccc1)N(O)c1ccccc1,2.895
3373,O=C(c1ccccc1)c1ccc(O)cc1,8.01
3374,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,3.496667
3375,O=C(c1ccccc1)c1cccc(O)c1,9.0
3376,O=C(c1ccccc1)c1cccc([N+](=O)[O-])c1C(=O)O,2.39
3377,O=C(c1ccccc1)c1ccccc1O,9.3
3378,O=C(c1ccccc1)n1c(-c2ccccc2[N+](=O)[O-])nc2ccccc21,4.9
3379,O=C(c1ccccc1)n1cnc2ccccc21,1.8
3380,O=C(c1ccccc1Cl)c1ccc2n1CCC2C(=O)O,4.33
3381,O=C(c1cccs1)N1CCN(CCOc2ccc(Cl)cc2)CC1,6.35
3382,O=C(c1cccs1)N1CCN(CCOc2ccc(Cl)cc2Cl)CC1,5.23
3383,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(CCCO4)C3)cc2)C1,8.4
3384,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(CCOC4)C3)cc2)C1,8.6
3385,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(COC4)C3)cc2)C1,8.0
3386,O=C1/C(=N/O)C=Cc2ccccc21,7.52
3387,O=C1C(=O)C(c2ccccc2)C1=O,0.37
3388,O=C1C(NC2CCCC2)=C(NS(=O)(=O)c2ccccc2)C(=O)c2ccccc21,10.1
3389,O=C1C(NCc2ccccc2)=C(NS(=O)(=O)c2ccccc2)C(=O)c2ccccc21,10.4
3390,O=C1C(NS(=O)(=O)c2ccccc2)=C(Oc2ccc(Br)cc2)C(=O)c2ccccc21,5.0
3391,O=C1C(NS(=O)(=O)c2ccccc2)=C(Oc2ccccc2)C(=O)c2ccccc21,5.0
3392,O=C1C(NS(=O)(=O)c2ccccc2)=C(c2ccc(Cl)cc2)C(=O)c2ccccc21,5.0
3393,O=C1C(NS(=O)(=O)c2ccccc2)=C(c2cccc(Cl)c2)C(=O)c2ccccc21,4.5
3394,O=C1C(NS(=O)(=O)c2ccccc2)=C(c2ccccc2Cl)C(=O)c2ccccc21,4.9
3395,O=C1C(NS(=O)(=O)c2ccccc2)=C(c2ccco2)C(=O)c2ccccc21,5.1
3396,O=C1C(NS(=O)(=O)c2ccccc2)=C(c2ccoc2)C(=O)c2ccccc21,5.0
3397,O=C1C(O)=C(/C=C/c2ccccc2)C(=O)c2ccccc21,4.44
3398,O=C1C(O)=C(Cc2ccccc2)C(=O)c2ccccc21,4.9
3399,O=C1C(O)=C(c2ccccc2)C(=O)c2ccccc21,4.35
3400,O=C1C2=C(CCCC2)C(=O)N1c1ccc(Cl)cc1,6.43
3401,O=C1C=C(O)C(=O)c2ccccc21,3.19
3402,O=C1C=C(O)CC1,4.2
3403,O=C1C=C(O)CC1Cc1ccc(Br)cc1,3.96
3404,O=C1C=C(O)CC1Cc1ccccc1,4.01
3405,O=C1C=CC(=NO)C=C1,6.36
3406,O=C1C=CC(=O)c2c(O)cccc21,8.7
3407,O=C1C=CCC=C1,-1.14
3408,O=C1C=Cc2ccccc2/C1=N\O,7.77
3409,O=C1CC(=O)C(Cc2ccccc2)N1,6.08
3410,O=C1CC(=O)CC2(CCCCC2)C1,5.2
3411,O=C1CC(=O)c2ccccc2O1,5.64
3412,O=C1CC(Sc2ccc([N+](=O)[O-])cc2)N1,12.97
3413,O=C1CC(Sc2ccccc2)N1,13.33
3414,O=C1CC(c2ccccc2)C=C1O,8.28
3415,O=C1CC(c2ccccc2)CC(O)=C1Nc1ccccc1Cl,4.6
3416,O=C1CC(c2ccccc2)CC(O)=C1Oc1ccccc1Cl,3.7
3417,O=C1CC(c2ccccc2)CC(O)=C1Sc1ccccc1[N+](=O)[O-],2.63
3418,O=C1CC(c2ccccc2)NC(=O)N1,11.22
3419,O=C1CCC(=O)C1,4.5
3420,O=C1CCC(=O)C1=O,8.48
3421,O=C1CCC(=O)N1,9.59
3422,O=C1CCC(=O)N1O,6.04
3423,O=C1CCC(C2CCCCC2)C(=O)C1,5.5
3424,O=C1CCC(Cc2ccc(Br)cc2)=C1O,8.6
3425,O=C1CCC(Cc2ccccc2)=C1O,8.88
3426,O=C1CCC(Cl)C1=O,7.05
3427,O=C1CCC(O)=C1Cc1ccc(Br)cc1,4.2
3428,O=C1CCC(O)=C1Cc1ccccc1,4.44
3429,O=C1CCCC(=O)C1,5.26
3430,O=C1CCCC(=O)N1,11.43
3431,O=C1CCCC(=O)N1O,7.6
3432,O=C1CCCC2CCCC(=O)C12,11.13
3433,O=C1CCCN(Cc2ccc3c(c2)OCO3)C1,7.6
3434,O=C1CCCc2nc3c(ccn4ccnc34)cc21,2.0
3435,O=C1CCN(Cc2ccc3c(c2)OCO3)C1,6.1
3436,O=C1CCN(Cc2ccc3c(c2)OCO3)CC1,7.5
3437,O=C1CCON1,6.7
3438,O=C1CC[C@H]2N1CC[C@H]1c3ccccc3CCN12,4.89
3439,O=C1CCc2cc(Cl)c([N+](=O)[O-])cc2C1,11.34
3440,O=C1CCc2cc(Cl)ccc2C1,12.51
3441,O=C1CCc2cc(I)ccc2C1,12.36
3442,O=C1CCc2cc([N+](=O)[O-])ccc2C1,10.09
3443,O=C1CCc2ccc(Cl)cc2C1,12.3
3444,O=C1CCc2ccc([N+](=O)[O-])cc2C1,11.76
3445,O=C1CCc2ccccc2C1,12.83
3446,O=C1CCc2ccccc2N1CCCN1CCC(c2ccc3[nH]ccc3c2)CC1,9.0
3447,O=C1CN2CCC1CC2,7.27
3448,O=C1COC(=O)C1,3.76
3449,O=C1COC(=O)C1Br,2.23
3450,O=C1COC(=O)C1Cl,2.13
3451,O=C1COC(=O)C1I,2.31
3452,O=C1COCC(=O)C1=O,7.62
3453,O=C1CSC(=O)N1,6.68
3454,O=C1CSCC(=O)C1,4.34
3455,O=C1C[C@H]2OCC=C3CN4CC[C@@]56c7ccccc7N1[C@@H]5[C@@H]2[C@@H]3C[C@@H]46,8.18
3456,O=C1Cc2ccccc2C1,12.2
3457,O=C1Cn2c(cc3ccccc32)C(=O)N1,9.3
3458,O=C1N=C(O)NC1(c1ccccc1)c1ccccc1,6.075
3459,O=C1N=S(=O)(Nc2ccccc2)c2ccccc21,4.1
3460,O=C1NC(=O)/C(=C/c2ccccc2)S1,6.14
3461,O=C1NC(=O)/C(=C\c2ccc(-c3ccc(Cl)c(Cl)c3)o2)S1,7.9
3462,O=C1NC(=O)/C(=C\c2cccc(OCc3ccc(Cl)cc3Cl)c2)S1,5.7
3463,O=C1NC(=O)C(Cc2ccccc2)S1,6.19
3464,O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,8.3
3465,O=C1NC(=O)C2CCC12,9.63
3466,O=C1NC(=O)[C@@H]2CCCC[C@H]12,9.72
3467,O=C1NC(=O)[C@@H]2CCC[C@H]12,9.53
3468,O=C1NC(=O)[C@@]2(CCOc3ccc(Cl)cc32)O1,5.6
3469,O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1,8.183333
3470,O=C1NC(=O)c2c1cccc2[N+](=O)[O-],8.8
3471,O=C1NC(=O)c2cc(Cl)ccc21,9.48
3472,O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,8.68
3473,O=C1NC(=O)c2ccccc21,9.91
3474,O=C1NC(=S)NC12CCCCC2,8.79
3475,O=C1NCCN1,3.09
3476,O=C1NS(=O)(=O)c2ccccc21,2.053333
3477,O=C1Nc2ccccc2C1=O,11.9
3478,O=C1OC(c2ccccc2)CC(O)=C1Nc1ccccc1Cl,4.2
3479,O=C1OC(c2ccccc2)CC(O)=C1Oc1ccccc1Cl,3.4
3480,O=C1OC(c2ccccc2)CC(O)=C1Sc1ccccc1Cl,2.4
3481,O=C1OC2C3CC4C2C4(C(=O)O)C13Br,3.5
3482,O=C1OCCN1/N=C/c1cc(O)c([N+](=O)[O-])o1,2.7
3483,O=C1[C@H]2CCCC[C@H]2C(=O)N1O,6.0
3484,O=C1[C@H]2C[C@H](CN3CCCC[C@@H]23)C2=CCCCN12,7.7
3485,O=C1c2ccccc2C(=O)C1Cc1ccccc1,5.9
3486,O=C1c2ccccc2C(=O)N1O,6.13
3487,O=CC(=O)O,1.26
3488,O=CC(c1ccccc1)c1ccccc1,9.405
3489,O=CC1=CC=CC1,7.4
3490,O=CC1CCCC1=O,5.83
3491,O=CC1CCCCC1=O,6.35
3492,O=CC1c2ccccc2-c2ccccc21,6.8
3493,O=CC1c2ccccc2C(=O)c2ccccc21,6.0
3494,O=CCC=O,4.57
3495,O=CCCCC(=O)O,5.02
3496,O=CN(O)c1ccccc1,7.92
3497,O=CN1CCNCC1,7.98
3498,O=CNO,8.77
3499,O=CNOC(=O)/C=C/c1ccccc1,5.9
3500,O=CO,3.69
3501,O=COO,7.1
3502,O=Cc1c(O)cccc1Cl,8.26
3503,O=Cc1cc(Br)cc([N+](=O)[O-])c1O,4.46
3504,O=Cc1cc(Br)ccc1O,7.4
3505,O=Cc1cc(Cl)cc([N+](=O)[O-])c1O,4.46
3506,O=Cc1cc(Cl)ccc1O,7.4
3507,O=Cc1cc([N+](=O)[O-])cc(Br)c1O,3.48
3508,O=Cc1ccc(-c2cnc(-c3ccccc3)o2)cc1,0.57
3509,O=Cc1ccc(-c2ncc(-c3ccccc3)o2)cc1,0.02
3510,O=Cc1ccc(C2=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc3C2=O)cc1,4.6
3511,O=Cc1ccc(O)cc1,7.565
3512,O=Cc1ccc(O)cc1Cl,6.6
3513,O=Cc1ccc2ccccc2n1,3.1
3514,O=Cc1cccc(C2=C(NC(=O)Cc3ccccc3)C(=O)c3ccccc3C2=O)c1,11.4
3515,O=Cc1cccc(C2=C(NC(=O)c3ccccc3)C(=O)c3ccccc3C2=O)c1,10.9
3516,O=Cc1cccc(C2=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc3C2=O)c1,5.0
3517,O=Cc1cccc(C=O)n1,1.92
3518,O=Cc1cccc(Cl)c1O,6.61
3519,O=Cc1cccc(O)c1,8.86
3520,O=Cc1ccccc1C(=O)O,4.56
3521,O=Cc1ccccc1O,8.33
3522,O=Cc1ccccn1,3.86
3523,O=Cc1cccnc1,3.73
3524,O=Cc1ccnc2ccccc12,4.25
3525,O=Cc1ccncc1,4.63
3526,O=NNc1nc([N+](=O)[O-])nn1-c1ccccc1,3.33
3527,O=P(O)(C1CCCCC1)C1CCCCC1,3.47
3528,O=P1(O)CCC1,3.07
3529,O=P1(O)CCCC1,2.51
3530,O=P1(O)CCCCC1,2.73
3531,O=P1(O)NCCCO1,4.1
3532,O=S(=O)(CS(=O)(=O)C(F)(F)F)c1ccc(C(F)(F)F)cc1,4.0
3533,O=S(=O)(CS(=O)(=O)C(F)(F)F)c1ccc(F)cc1,4.6
3534,O=S(=O)(CS(=O)(=O)C(F)(F)F)c1ccc(OC(F)(F)F)cc1,4.1
3535,O=S(=O)(Cc1ccccc1)c1ccccc1O,7.12
3536,O=S(=O)(Cc1ccccc1)c1nc[nH]n1,6.23
3537,O=S(=O)(NBr)c1ccccc1,4.95
3538,O=S(=O)(NCc1ccccc1)c1ccc(Br)cc1,10.71
3539,O=S(=O)(Nc1ccc(Br)cc1)c1ccccc1,7.78
3540,O=S(=O)(Nc1ccc(Cl)cc1)C(F)(F)F,3.9
3541,O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(Br)cc1,8.24
3542,O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(Cl)cc1,8.3
3543,O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(F)cc1,8.61
3544,O=S(=O)(Nc1ccc(Cl)cc1)c1ccccc1,8.33
3545,O=S(=O)(Nc1ccc(F)cc1)c1ccc(Br)cc1,8.38
3546,O=S(=O)(Nc1ccc(F)cc1)c1ccc(Cl)cc1,8.41
3547,O=S(=O)(Nc1ccc(F)cc1)c1ccc(F)cc1,8.73
3548,O=S(=O)(Nc1ccc(F)cc1)c1ccccc1,8.85
3549,O=S(=O)(Nc1cccc(C(F)(F)F)c1)C(F)(F)F,3.5
3550,O=S(=O)(Nc1cccc(C(F)(F)F)c1)c1ccccc1,7.63
3551,O=S(=O)(Nc1cccc(F)c1)c1ccccc1,7.54
3552,O=S(=O)(Nc1ccccc1)C(F)(F)F,4.85
3553,O=S(=O)(Nc1ccccc1)c1ccc(Br)cc1,8.5
3554,O=S(=O)(Nc1ccccc1)c1ccc(Cl)cc1,8.225
3555,O=S(=O)(Nc1ccccc1)c1ccc(F)cc1,8.9
3556,O=S(=O)(Nc1ccccc1)c1cccc(Br)c1,8.25
3557,O=S(=O)(Nc1ccccc1)c1ccccc1,8.66
3558,O=S(=O)(Nc1ncccn1)c1ccccc1,3.03
3559,O=S(=O)(c1ccc(F)cc1)C1(F)CCN(CCc2ccc(F)cc2F)CC1,6.3
3560,O=S(=O)(c1ccc(F)cc1)C1CCN(CCc2ccc(F)cc2F)CC1,7.2
3561,O=S(=O)(c1cccc(F)c1)c1ccc2c3c(oc2c1)C1(CCCOC1)NCC3,7.5
3562,O=S(=O)(c1cccc(F)c1)c1ccc2c3c(oc2c1)C1(CCOC1)NCC3,7.5
3563,O=S(=O)(c1cccc(F)c1)c1ccc2c3c(oc2c1)C1(CCOCC1)NCC3,7.4
3564,O=S(=O)(c1ccccc1)C1CCN(CCc2ccc(F)cc2F)CC1,7.3
3565,O=S(=O)(c1ccccc1)c1ccc(O)nn1,7.1
3566,O=S(O)CCCCc1ccccc1,2.23
3567,O=S(O)CCCc1ccccc1,2.05
3568,O=S(O)CCc1ccccc1,1.995
3569,O=S(O)Cc1ccccc1,1.86
3570,O=S(O)c1ccccc1,1.72
3571,O=S1(=O)C=C(O)c2ccccc21,7.65
3572,O=S1(=O)NCN(CC(F)(F)F)c2ccc(Cl)cc21,9.01
3573,O=S1(=O)NCN(CCF)c2ccc(Cl)cc21,9.35
3574,O=S1(=O)Nc2cccc3cccc1c23,6.2
3575,O=S1NC(CCc2ccccc2)=NO1,5.23
3576,O=[N+](O)C1=CC=CC1,3.25
3577,O=[N+]([O-])/C=C/c1ccc(O)cc1,7.98
3578,O=[N+]([O-])/C=C/c1cccc(O)c1,9.05
3579,O=[N+]([O-])C1=Cc2ccccc2OC1N1CCOCC1,8.33
3580,O=[N+]([O-])C1=Cc2ccccc2OC1Nc1ccc([N+](=O)[O-])cc1,1.0
3581,O=[N+]([O-])C1=Cc2ccccc2OC1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.0
3582,O=[N+]([O-])C1=Cc2ccccc2OC1Nc1cccc([N+](=O)[O-])c1,2.47
3583,O=[N+]([O-])C1=Cc2ccccc2OC1Nc1ccccc1[N+](=O)[O-],-0.26
3584,O=[N+]([O-])C1=Cc2ccccc2OC1n1cccn1,2.48
3585,O=[N+]([O-])CCc1ccccc1,8.55
3586,O=[N+]([O-])CSc1ccccc1,6.67
3587,O=[N+]([O-])Cc1ccc([N+](=O)[O-])cc1,5.89
3588,O=[N+]([O-])Cc1cccc(Cl)c1,6.63
3589,O=[N+]([O-])Cc1cccc([N+](=O)[O-])c1,6.3
3590,O=[N+]([O-])Cc1ccccc1,6.77
3591,O=[N+]([O-])Nc1ccccc1,4.74
3592,O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,6.73
3593,O=[N+]([O-])c1cc(Br)c(O)c(Br)c1,3.7
3594,O=[N+]([O-])c1cc(Br)ccc1O,6.36
3595,O=[N+]([O-])c1cc(Cl)c(N=C2NCCN2)c(Cl)c1,6.86
3596,O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1,3.7
3597,O=[N+]([O-])c1cc(Cl)ccc1O,3.5
3598,O=[N+]([O-])c1cc(Cl)ccc1[Se]O,10.23
3599,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,0.8
3600,O=[N+]([O-])c1cc([N+](=O)[O-])c2nnn(O)c2c1,1.6
3601,O=[N+]([O-])c1cc2cc(O)ccc2cc1Cl,8.56
3602,O=[N+]([O-])c1cc[n+](O)cc1,-1.7
3603,O=[N+]([O-])c1ccc(-c2ccc(O)cc2)cc1,9.01
3604,O=[N+]([O-])c1ccc(-c2cnc(-c3ccccc3)o2)cc1,0.35
3605,O=[N+]([O-])c1ccc(-c2ncc(-c3ccccc3)o2)cc1,-0.61
3606,O=[N+]([O-])c1ccc(/C=N/c2ncccn2)cc1,3.12
3607,O=[N+]([O-])c1ccc(C(=S)Nc2ccccc2)cc1,9.81
3608,O=[N+]([O-])c1ccc(C2NCCS2)cc1,4.55
3609,O=[N+]([O-])c1ccc(NC=S)cc1,10.11
3610,O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccccc2)cc1,6.63
3611,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,4.6
3612,O=[N+]([O-])c1ccc(O)cc1,7.0
3613,O=[N+]([O-])c1ccc(OS(=O)(=O)O)cc1,7.14
3614,O=[N+]([O-])c1ccc(S(=O)(=O)NCc2ccccc2)cc1,10.07
3615,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,6.24
3616,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1,6.45
3617,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2cccc([N+](=O)[O-])c2)cc1,5.51
3618,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccccc2)cc1,7.41
3619,O=[N+]([O-])c1ccc(S(=O)O)cc1,1.86
3620,O=[N+]([O-])c1ccc(S)c([N+](=O)[O-])c1,3.4
3621,O=[N+]([O-])c1ccc(S)cc1,4.64
3622,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,4.1
3623,O=[N+]([O-])c1ccc([Se](=O)O)cc1,4.0
3624,O=[N+]([O-])c1ccc2c(O)cccc2c1,8.49
3625,O=[N+]([O-])c1ccc2c(c1)CNC(C(F)F)C2,5.83
3626,O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)NCN2CCF,8.45
3627,O=[N+]([O-])c1ccc2cc(O)ccc2c1,7.69
3628,O=[N+]([O-])c1ccc2ccc(O)cc2c1,8.81
3629,O=[N+]([O-])c1ccc[nH]1,10.6
3630,O=[N+]([O-])c1cccc(-c2ccc(O)cc2)c1,9.14
3631,O=[N+]([O-])c1cccc(C2NCCS2)c1,4.63
3632,O=[N+]([O-])c1cccc(NC=S)c1,10.3
3633,O=[N+]([O-])c1cccc(NS(=O)(=O)c2ccc(Br)cc2)c1,7.42
3634,O=[N+]([O-])c1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1,7.51
3635,O=[N+]([O-])c1cccc(NS(=O)(=O)c2ccc(F)cc2)c1,7.85
3636,O=[N+]([O-])c1cccc(NS(=O)(=O)c2ccccc2)c1,7.42
3637,O=[N+]([O-])c1cccc(Nc2ccccc2)c1,-1.27
3638,O=[N+]([O-])c1cccc(O)c1,6.036667
3639,O=[N+]([O-])c1cccc(S(=O)(=O)Nc2ccc(Cl)cc2)c1,7.19
3640,O=[N+]([O-])c1cccc(S(=O)(=O)Nc2ccc(F)cc2)c1,7.27
3641,O=[N+]([O-])c1cccc(S(=O)(=O)Nc2ccccc2)c1,7.5
3642,O=[N+]([O-])c1cccc(S(=O)O)c1,1.21
3643,O=[N+]([O-])c1cccc(S)c1,5.24
